1, Test Method 'tests.ChangePasswordTest.loginWithValidEmailAndPassword' failed. Please investigate and open a new Issue if needed.
2, Test Method 'tests.LoginTest.registerWithValidEmailAndPw' failed. Please investigate and open a new Issue if needed.
